,MaterialTecho,Habitantes/Vivienda,Fuente_Combustible,Cocina_Exclusiva,Fuente_Agua,Ubicacion_Sanitario,Dormitorios/Vivienda,Cuartos/Vivienda,Tipo_Vivienda,Familias_Usando_Cocina,Purificacion,Mal_Olor,Mal_Color,Mal_Sabor,Sedimentos,Ducha,Basura,MaterialPiso,MaterialPared,Tipo_Sanitarios,Cantidad_Sanitarios,Prevalencia
283,0.0,5.0,2.0,1.0,0.0,1.0,2.71429,3.85714,1.0,1.0,2.0,0.0,0.57143,0.14286,0.42857,0.85714,0.0,3.0,2.0,1.0,1.0,6.0
284,0.0,5.25,3.0,1.0,0.0,1.0,2.75,3.5,1.0,1.25,2.0,0.0,0.25,0.0,0.75,0.75,1.0,3.0,2.0,1.0,1.0,9.0
285,0.0,4.67742,2.0,1.0,0.0,1.0,2.3871,3.45161,1.0,1.16129,2.0,0.0,0.29032,0.0,0.09677,1.0,1.0,3.0,2.0,1.0,1.03226,3.0
286,0.0,5.5,3.0,1.0,0.0,1.0,2.08333,4.58333,0.0,1.0,2.0,0.0,0.5,0.0,0.75,1.0,1.0,3.0,0.0,1.0,1.0,6.0
287,0.0,4.42857,3.0,1.0,0.0,1.0,2.0,3.42857,1.0,1.14286,5.0,0.14286,0.0,0.14286,0.0,0.42857,1.0,3.0,2.0,1.0,1.0,6.0
288,2.0,5.69231,3.0,1.0,0.0,1.0,2.0,4.15385,1.0,1.07692,2.0,0.0,0.07692,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.92308,6.0
289,2.0,4.25,2.0,1.0,6.0,1.0,2.25,4.25,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0
290,2.0,6.5,3.0,1.0,6.0,1.0,2.5,3.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0
291,3.0,4.0,3.0,1.0,0.0,-1.0,2.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,4.0,0.0,9.0
292,0.0,6.5,3.0,1.0,6.0,1.0,2.5,4.5,1.0,1.25,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.75,3.0
293,3.0,4.72973,3.0,0.64865,0.0,1.0,2.43243,4.08108,1.0,1.0,2.0,0.05405,0.24324,0.16216,0.02703,0.75676,1.0,3.0,2.0,1.0,0.97297,6.0
294,3.0,5.22642,2.0,0.90566,0.0,1.0,2.4717,3.01887,1.0,1.11321,2.0,0.03774,0.41509,0.0,0.20755,0.83019,4.0,3.0,2.0,1.0,0.99057,7.0
295,0.0,4.1875,3.0,0.89583,0.0,1.0,2.08333,4.35417,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.85417,2.0,3.0,2.0,1.0,1.02083,4.0
296,0.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0
297,0.0,4.68182,3.0,1.0,0.0,1.0,2.40909,4.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,9.0
298,0.0,4.54839,3.0,0.90323,0.0,1.0,2.16129,4.25806,1.0,1.03226,2.0,0.03226,0.70968,0.03226,0.0,0.90323,1.0,3.0,2.0,1.0,1.0,5.0
299,3.0,4.625,3.0,1.0,6.0,1.0,2.25,2.375,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.75,5.0
300,3.0,4.83333,2.0,1.0,0.0,1.0,2.33333,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.33333,1.0,7.0,5.0,1.0,1.0,5.0
301,0.0,4.5,3.0,1.0,0.0,1.0,1.78571,3.89286,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,8.0
302,3.0,4.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0
303,0.0,3.6087,2.0,1.0,0.0,0.0,2.17391,3.43478,1.0,1.04348,2.0,0.0,0.0,0.0,0.95652,1.0,4.0,2.0,2.0,0.0,1.0,2.0
304,0.0,5.375,3.0,1.0,0.0,1.0,2.5,4.625,1.0,1.125,2.0,0.0,0.125,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,5.0
305,3.0,4.46377,3.0,0.85507,0.0,1.0,2.24638,4.07246,1.0,1.01449,2.0,0.01449,0.13043,0.07246,0.04348,0.91304,1.0,3.0,1.0,1.0,1.0,6.0
306,2.0,4.8,3.0,1.0,0.0,1.0,1.93333,4.2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.8,1.0,7.0,0.0,1.0,0.8,8.0
307,2.0,4.0,2.0,1.0,0.0,1.0,1.5,2.5,1.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.75,6.0
308,0.0,5.0,2.0,1.0,0.0,0.0,2.15789,3.94737,1.0,1.10526,2.0,0.05263,0.26316,0.10526,0.78947,1.0,4.0,2.0,2.0,0.0,1.0,1.0
