,Mal_Olor,Mal_Color,Mal_Sabor,Sedimentos,Prevalencia
54,0.0,0.05128,0.02564,0.12821,9.0
55,0.01754,0.07018,0.0,0.03509,4.0
56,0.0,0.14286,0.0,0.0,6.0
57,0.08333,0.33333,0.16667,0.0,5.0
58,0.0,0.28571,0.0,0.57143,8.0
59,0.0,0.08696,0.04348,0.04348,4.0
60,0.0,0.32258,0.0,0.16129,4.0
61,0.0,0.0,0.0,0.0,3.0
62,0.02778,0.19444,0.02778,0.5,3.0
63,0.0,0.05,0.0,0.0,3.0
64,0.0,0.0,0.0,0.33333,5.0
65,0.0,0.21429,0.14286,0.07143,5.0
66,0.0,0.0,0.2,0.0,7.0
67,0.16667,0.16667,0.0,0.0,7.0
68,0.01235,0.17284,0.02469,0.07407,7.0
69,0.0,0.2,0.0,0.1,6.0
70,0.0,0.0,0.0,0.16667,5.0
71,0.125,0.375,0.0625,0.5625,7.0
72,0.0,0.25,0.0,0.11111,6.0
73,0.025,0.425,0.0,0.075,4.0
74,0.0,0.375,0.0,0.0,6.0
75,0.0,0.0,0.0,0.0,9.0
76,0.0,0.0,0.0,0.0,3.0
77,0.0,0.33333,0.0,0.0,5.0
78,0.25,0.25,0.1875,0.0,8.0
79,0.0,1.0,0.0,0.0,3.0
80,0.0,0.21622,0.02703,0.05405,5.0
81,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.71429,4.0
83,0.0,0.0,0.0,0.625,8.0
84,0.0,0.0,0.0,1.0,9.0
85,0.0,0.0,0.0,0.5,6.0
86,0.0,0.0,0.5,0.5,9.0
87,0.0,0.18182,0.0,0.0,6.0
88,0.0,0.09091,0.09091,0.09091,5.0
89,0.0,0.16667,0.0,0.0,9.0
90,0.05714,0.2,0.08571,0.11429,3.0
91,0.0,0.25,0.0,0.0,0.0
92,0.09091,0.18182,0.27273,0.09091,4.0
93,0.0,0.28571,0.0,0.0,9.0
94,0.1,0.5,0.0,0.0,7.0
95,0.125,0.25,0.5,0.125,5.0
96,0.0,0.0,0.0,0.0,8.0
97,0.0,0.02273,0.02273,0.13636,6.0
98,0.0,0.0,0.0,0.86364,4.0
99,0.0,0.0,0.0,0.0,9.0
100,0.03947,0.11842,0.02632,0.09211,6.0
101,0.0,0.0,0.0,0.0,5.0
102,0.0,0.22222,0.0,0.0,4.0
103,0.0,0.1,0.0,0.0,3.0
104,0.3,0.3,0.1,0.2,3.0
105,0.0,0.26316,0.05263,0.0,4.0
106,0.0,0.07143,0.0,0.0,6.0
107,0.41026,0.41026,0.55128,0.44872,5.0
108,0.0,0.0,0.0,0.05263,4.0
109,0.03571,0.57143,0.07143,0.14286,6.0
110,0.0,0.14286,0.0,0.14286,4.0
111,0.02326,0.16279,0.02326,0.16279,5.0
112,0.09091,0.27273,0.04545,0.0,4.0
113,0.1,0.15,0.0,0.0,0.0
114,0.07407,0.14815,0.11111,0.33333,6.0
115,0.0,0.125,0.04167,0.125,7.0
116,0.0,0.0,0.0,1.0,3.0
117,0.0,0.0,0.0,0.0,5.0
118,0.04167,0.33333,0.25,0.45833,2.0
119,0.5,0.5,0.0,0.0,9.0
120,0.0,0.55556,0.0,0.0,4.0
121,0.0,0.0,0.125,0.0,6.0
122,0.0,0.0,0.0,0.0,9.0
123,0.0,0.09091,0.0,0.36364,0.0
124,0.0,0.0,0.0,0.0,5.0
125,0.0,0.0,0.0,0.0,6.0
126,0.0,0.0,0.0,0.0,6.0
127,0.0,0.07692,0.0,0.07692,5.0
128,0.0,0.27778,0.05556,0.38889,7.0
129,0.00714,0.53571,0.01429,0.15,6.0
130,0.0,0.0,0.0,0.7,2.0
131,0.0,0.0,0.0,0.0,7.0
132,0.125,0.125,0.0,0.0,6.0
133,0.0,1.0,0.0,0.0,9.0
134,0.0,0.42857,0.14286,0.07143,4.0
135,0.0,0.25,0.0,0.0,6.0
136,0.0,0.0,0.0,0.25,8.0
137,0.0,0.25,0.08333,0.0,6.0
138,0.07143,0.25,0.03571,0.10714,5.0
139,0.0,0.0,0.0,0.0,3.0
140,0.0,0.33333,0.0,0.33333,7.0
141,0.02532,0.29114,0.0,0.16456,6.0
142,0.0,0.0303,0.06061,0.66667,4.0
143,0.0,0.06667,0.0,0.66667,4.0
144,0.0,0.05405,0.0,0.35135,7.0
145,0.0,0.0,0.0,1.0,5.0
146,0.0,0.0,0.0,0.0,9.0
147,0.0,0.09091,0.18182,0.0,4.0
148,0.07692,0.07692,0.0,0.15385,5.0
149,0.0,0.0,1.0,0.0,9.0
150,0.0,0.33333,0.08333,0.0,5.0
151,0.0,0.0,0.0,0.0,5.0
152,0.04545,0.22727,0.09091,0.18182,6.0
153,0.0,0.07143,0.07143,0.07143,6.0
154,0.0,0.0,0.0,0.0,9.0
155,0.01449,0.05797,0.02899,0.2029,2.0
156,0.0,0.33333,0.0,0.33333,5.0
157,0.0,0.0,0.0,0.0,2.0
158,0.1,0.5,0.1,0.25,7.0
159,0.0,0.24,0.0,0.24,6.0
160,0.03448,0.13793,0.06897,0.03448,5.0
161,0.14815,0.40741,0.07407,0.25926,6.0
162,0.0,1.0,0.0,0.0,9.0
163,0.0,0.52381,0.04762,0.09524,8.0
164,0.0625,0.375,0.0625,0.0,6.0
165,0.0,0.0,0.0,0.0,4.0
166,0.0,0.25,0.0,0.25,9.0
167,0.0,0.0,0.0,0.0,9.0
168,0.0,0.04167,0.04167,0.0,8.0
169,0.0,0.0,0.0,0.0,4.0
170,0.0,0.0,0.0,0.0,5.0
171,0.0,0.26667,0.0,0.66667,4.0
172,0.0,0.4,0.0,0.4,4.0
173,0.0,0.0,0.0,0.0,3.0
174,0.06667,0.2,0.13333,0.0,5.0
175,0.15385,0.46154,0.07692,0.0,4.0
176,0.15385,0.23077,0.38462,0.23077,5.0
177,0.0,0.08696,0.0,0.69565,9.0
178,0.11111,0.11111,0.05556,0.61111,2.0
179,0.0,0.0,0.0,0.33333,1.0
180,0.08333,0.75,0.08333,1.0,6.0
181,0.0,0.0,0.0,0.0,4.0
182,0.14286,0.28571,0.07143,0.07143,6.0
183,0.22222,0.22222,0.44444,0.0,7.0
184,0.09091,0.72727,0.0,0.36364,3.0
185,0.0,0.75,0.0,0.5,3.0
186,0.0,0.05405,0.0,0.05405,5.0
187,0.0,0.07812,0.0,0.21875,5.0
188,0.09091,0.04545,0.09091,0.63636,6.0
189,0.0,0.0,0.0,0.0,9.0
190,0.0,0.0625,0.0,0.625,6.0
191,0.04,0.08,0.24,0.0,5.0
192,0.05714,0.11429,0.08571,0.14286,6.0
193,0.01493,0.20896,0.01493,0.10448,4.0
194,0.5,0.625,0.5,0.0,3.0
195,0.0,0.0,0.0,0.0,9.0
196,0.0,0.0,0.0,0.5,3.0
197,0.03704,0.09259,0.0,0.09259,7.0
198,0.0,0.5,0.0,0.0,9.0
199,0.0,0.28571,0.0,0.42857,4.0
200,0.03333,0.16667,0.0,0.06667,4.0
201,0.0,0.2,0.0,0.0,2.0
202,0.0,0.28571,0.0,0.07143,6.0
203,0.0,0.34831,0.0,0.1573,6.0
204,0.0,0.0,0.0,1.0,9.0
205,0.0,0.0,0.0,0.0,4.0
206,0.0,0.0,0.0,0.0,9.0
207,0.0,0.0,0.0,0.0,0.0
208,0.0,0.05882,0.0,0.94118,7.0
209,0.02609,0.32174,0.01739,0.0087,6.0
210,0.0,0.0,0.0,0.95833,5.0
211,0.0,0.0,0.0,0.0,6.0
212,0.0,0.0,0.0,1.0,3.0
213,0.0,0.6,0.2,0.6,7.0
214,0.0,0.0,0.0,1.0,3.0
215,0.0,0.25,0.0,0.0,6.0
216,0.0,0.33333,0.0,0.0,9.0
217,0.0,0.0,0.0,0.0,8.0
218,0.0,0.33333,0.0,0.0,5.0
219,0.0,0.28571,0.0,0.35714,6.0
220,0.0,0.30769,0.0,0.0,4.0
221,0.0,1.0,0.0,0.0,9.0
222,0.0,0.07143,0.07143,0.57143,2.0
223,0.0,0.0,0.0,0.02857,3.0
224,0.05882,0.08824,0.0,0.29412,8.0
225,0.0,0.0,0.0,0.0,9.0
226,0.0,0.0,0.0,0.0,9.0
227,0.05556,0.05556,0.11111,0.02778,4.0
228,0.0,0.86667,0.2,0.73333,8.0
229,0.0,0.0,0.0,0.0,5.0
230,0.0,0.125,0.0,0.0,3.0
231,0.0,0.17391,0.0,0.0,7.0
232,0.0,0.0,0.0,0.0,4.0
233,0.0,0.78571,0.0,0.0,3.0
234,0.0,0.0,0.0,0.0,9.0
235,0.0,0.0,0.0,0.0,9.0
236,0.0,0.0,0.0,0.0,9.0
237,0.0,0.08333,0.16667,0.0,9.0
238,0.0,0.0,0.0,0.125,5.0
239,0.0,0.53846,0.0,0.15385,3.0
240,0.0,0.25,0.0,0.25,6.0
241,0.0,0.0,0.0,0.0,9.0
242,0.0,0.4,0.0,0.0,9.0
243,0.0,1.0,0.0,0.0,5.0
244,0.0,0.09524,0.0,0.04762,5.0
245,0.0,0.0,0.0,0.0,9.0
246,0.23077,0.76923,0.15385,0.76923,7.0
247,0.08333,0.66667,0.0,0.08333,2.0
248,0.0,0.03846,0.0,0.26923,4.0
249,0.0,0.0,0.0,0.0,9.0
250,0.0,0.4,0.0,0.0,7.0
251,0.0,0.0,0.0,1.0,9.0
252,0.22222,0.0,0.0,0.11111,7.0
253,0.0,0.0,0.0,0.05556,8.0
254,0.0,0.04,0.04,0.0,7.0
255,0.0137,0.0274,0.0,0.83562,6.0
256,0.0,0.0,0.0,0.0,7.0
257,0.0,0.0,0.0,0.0,7.0
258,0.0,0.0,0.1,0.0,4.0
259,0.0,0.0,0.0,0.0,6.0
260,0.09091,0.18182,0.0,0.63636,4.0
261,0.0,0.0,0.0,0.0,8.0
262,0.0,0.0,0.54545,0.18182,4.0
263,0.0,0.0,0.0,0.0,2.0
264,0.2,0.2,0.1,0.6,3.0
265,0.01639,0.18033,0.04918,0.08197,2.0
266,0.0,0.0,0.0,0.0,6.0
267,0.0,0.15385,0.0,0.07692,5.0
268,0.04348,0.13043,0.04348,0.13043,9.0
269,0.25,0.0,0.0,0.0,3.0
270,0.0,0.0,0.0,0.0,9.0
271,0.0,0.0,0.0,0.0,1.0
272,0.08,0.0,0.04,0.16,4.0
273,0.14286,0.09524,0.0,0.09524,7.0
274,0.0,0.0,0.0,0.0,9.0
275,0.0,0.02703,0.02703,0.59459,5.0
276,0.03846,0.5,0.03846,0.26923,8.0
277,0.0,0.0,0.0,0.0,3.0
278,0.1087,0.19565,0.26087,0.26087,1.0
279,0.0,0.05,0.0,0.35,3.0
280,0.0,0.0,0.0,0.125,6.0
281,0.0,0.2,0.0,0.2,9.0
282,0.0,0.46154,0.0,0.07692,8.0
283,0.0,0.57143,0.14286,0.42857,6.0
284,0.0,0.25,0.0,0.75,9.0
285,0.0,0.29032,0.0,0.09677,3.0
286,0.0,0.5,0.0,0.75,6.0
287,0.14286,0.0,0.14286,0.0,6.0
288,0.0,0.07692,0.0,0.0,6.0
289,0.0,0.0,0.0,0.0,3.0
290,0.0,0.0,0.0,0.0,9.0
291,0.0,0.0,0.0,0.0,9.0
292,0.0,0.0,0.0,0.0,3.0
293,0.05405,0.24324,0.16216,0.02703,6.0
294,0.03774,0.41509,0.0,0.20755,7.0
295,0.0,0.0,0.0,0.0,4.0
296,0.0,0.0,0.0,0.0,9.0
297,0.0,0.0,0.0,0.0,9.0
298,0.03226,0.70968,0.03226,0.0,5.0
299,0.0,0.0,0.0,0.0,5.0
300,0.0,0.0,0.0,0.0,5.0
301,0.0,0.0,0.0,0.0,8.0
302,0.0,1.0,0.0,0.0,9.0
303,0.0,0.0,0.0,0.95652,2.0
304,0.0,0.125,0.0,0.0,5.0
305,0.01449,0.13043,0.07246,0.04348,6.0
306,0.0,0.0,0.0,0.0,8.0
307,0.0,0.5,0.0,0.0,6.0
308,0.05263,0.26316,0.10526,0.78947,1.0
